"","LOC58500","FLJ23311","GMFG","FLJ20232","ENPP2","FLJ11068","MAPK7","MGC2508","C21orf91","PAPOLB","KIAA1239","KIAA0751","SPN","LOC51186","POU2F2","MGC2840","NSG-X","RAB13","FLJ12517","KIAA1033","BST1","label"
"GSM249658",2.67740874948575,1.54916177929331,1.78905410531466,3.18400018665404,2.76428620016572,3.84917509775223,3.91253715874966,3.42922210805927,0.934904971778115,3.85944343320606,4.95897910675697,1.72310879349081,-0.0213736507925669,2.44391861926597,4.71505352387088,0.338801913451758,1.67408839119414,1.11220950358602,0.474779582970733,3.44586689105549,2.6724253419715,"control"
"GSM249659",2.90424101719457,1.61551996769713,2.47022041454815,2.26523867676052,2.95973612978627,2.83451454024104,3.15291276332987,2.46183611092871,1.72767070211024,4.25626279926372,4.24234378110956,2.3351034836351,-0.873366561468983,2.16403042719146,2.12055892412133,2.25140640358095,1.42903236833313,1.22616911208193,-0.316973212944598,3.17579558956681,3.34490665866545,"control"
"GSM249663",2.75067876182239,1.62755437744562,2.00808234629786,3.37757612443728,2.22470628717469,2.76028076093369,3.8982192244038,2.55217256560349,1.55768957057105,4.11110635699543,4.82404697189214,0.9836981876709,-0.28590887208638,1.85965692372753,3.68917349570929,1.08650899325467,0.568660688392056,0.168122758808327,-0.0163018123291005,2.91228385437874,3.22123409526789,"control"
"GSM249664",3.7675019090597,2.71183547281783,2.19287745211394,3.60832151615266,3.21547045362641,3.44448127717133,3.65806421637685,2.55869684602735,1.61683301600818,3.57251466645835,5.3191366814898,1.95083394319612,0.107446289893755,2.94021519639497,4.18758165750963,-0.156969346338399,1.92364911386989,0.360089089880953,0.575012840313551,3.25962194419553,3.23139440161492,"control"
"GSM249665",3.54734820892138,1.56358884992859,1.65737099624921,3.16165061146339,2.60428067792094,2.97862634920743,4.19620432624116,2.12928301694497,1.64385618977472,4.37606153202084,4.90901064748289,1.48239276708061,-0.168599603975745,2.4632839441329,4.09555215963242,0.304854581528421,2.12928301694497,0.482392767080608,0.519867472499271,4.19272795096657,2.87976341758565,"control"
"GSM249666",2.86431787958026,1.64753497215282,2.34476807124547,3.30727348838151,2.42125911632915,2.97288815438276,3.88887276054976,2.55131965689352,1.27195963561328,4.01668976683696,4.78553942202295,2.22840935724278,-0.179549420330713,1.48707029995958,3.88160214380378,2.04903749330855,2.16137313857751,1.41695470227313,-0.374679761662703,3.41767299705565,2.97484170246851,"metastasis"
"GSM249667",3.29980528398922,2.25341931695707,1.91106627157971,2.54968702597363,3.07511092469505,4.32766653870325,3.37529132048609,1.25779775746765,1.25779775746765,3.49788075591962,5.07138463323677,2.30721731151192,0.249027547839915,3.01946986419822,4.77182435137786,-0.327164743253509,1.82516619817407,0.711654505637019,0.275179835695883,3.97960123541004,2.89006597296716,"control"
"GSM249668",1.59734622517699,1.7840706978004,2.39350141549264,3.68939556837053,3.0162319397033,3.7042614290935,3.6263384285167,3.02006991760096,2.11643359467796,4.46027934858484,4.82589087349503,0.880111264492918,-0.545098039843217,3.08673106591591,3.9106168870668,1.17544200640988,2.24268134387763,1.33677585929468,0.408805545567329,3.60809546626868,3.43606531814393,"control"
"GSM249669",4.12509521998153,2.50250034052918,2.86732351122862,3.01559685505102,3.13345869291616,4.70003757317936,3.23688078993963,2.48580014714668,2.14886338591448,3.12509521998153,5.74127156546744,1.5171843862863,0.0412226627265129,2.66131338685127,5.5788512266593,-0.493814612662961,2.0078195044593,0.535331732996556,0.952171474909385,2.32818708535904,2.83105475753652,"control"
"GSM249670",3.7915726072645,2.35218231058996,2.54623010623244,4.09754382587722,2.9100718428532,3.32288320583975,3.5745747319264,3.62810147290112,2.19204781234045,4.49545798035346,5.56451545926019,1.75027994744709,-0.714842783268066,2.3836470801313,3.66923706434045,0.308489720562558,2.02838180136982,0.990413951170802,0.285157216731934,3.67747463951069,3.52646685141101,"control"
"GSM249681",2.61428307439138,1.79836613883035,1.36720897418823,2.34268665505416,2.51352736267821,3.05512521923766,3.53397857200235,1.76491965573721,1.71005772070269,3.24572492516707,4.58735629347939,1.38332863955151,0.275179835695883,2.72989161901917,1.89710009241571,1.30086647935953,1.91938153979172,1.44029745168058,-0.125530882083859,3.30404539002704,2.92970867795361,"control"
"GSM249682",3.57852394028253,2.45039277572681,3.31862042425798,4.22573176732939,3.65832051763382,3.13524911659478,4.31419836703068,1.83694171804595,2.07510145524072,4.38337452606861,5.37437584868453,2.92222690599092,-0.904139984592484,4.287941430502,4.7114108359621,0.341616429809474,2.30196735315648,1.46642288554576,-0.079226691150575,3.95384101053509,4.25371218454925,"control"
"GSM249683",4.63256088109356,2.65578383791085,3.11338179941774,2.71778418096259,3.26171057205326,3.87508763669984,3.38495340267802,2.94332573324303,2.5758602936139,4.24935946893672,5.850923936995,0.925521784040724,-0.626382428101137,4.25697265304659,5.78991294141947,-0.214850872323829,2.32736198093799,0.652901329377732,0.401362562381767,3.38495340267802,3.65434330355164,"control"
"GSM249684",4.23975068650543,1.62632153048221,3.10950640686579,3.87094389920213,3.27768525692588,3.70638591941139,3.58899125240621,3.96508697494319,2.36579398025899,5.26288310857175,5.56750951342849,2.00483315373594,-0.68000970935413,2.72481139388158,3.51976816121398,-0.110644063683993,2.16884876488297,0.675649242845782,0.173148902316599,3.55314605345949,3.48213794149646,"control"
